TAA	TAG	TGA
201.0	171.0	187
17.0	21.0	5
34.0	21.0	198
9.0	93.0	29
49.0	20.0	36
20.0	20.0	45
187.0	22.0	33
66.0	5.0	36
20.0	244.0	34
22.0	52.0	21
21.0	70.0	174
8.0	20.0	21
180.0	23.0	228
117.0	20.0	20
6.0	20.0	149
72.0	71.0	107
22.0	28.0	96
329.0	255.0	54
20.0	20.0	53
102.0	20.0	22
49.0	27.0	178
70.0	21.0	21
89.0	23.0	21
65.0	21.0	20
5.0	21.0	237
189.0	20.0	20
340.0	20.0	20
69.0	7.0	178
5.0	174.0	199
17.0	2.0	41
20.0	22.0	3
20.0	20.0	75
64.0	5.0	48
92.0	152.0	25
46.0	22.0	2
20.0	21.0	72
230.0	17.0	20
19.0	216.0	20
47.0	21.0	56
18.0	119.0	264
56.0	61.0	21
229.0	21.0	20
20.0	20.0	35
29.0	40.0	22
21.0	26.0	145
21.0	28.0	49
1.0	56.0	20
540.0	59.0	32
196.0	20.0	52
20.0	205.0	80
209.0	81.0	21
231.0	77.0	157
20.0	42.0	92
20.0	51.0	223
177.0	22.0	20
256.0	20.0	62
20.0	20.0	70
139.0	255.0	21
21.0	3.0	22
20.0	23.0	20
125.0	112.0	20
57.0	19.0	20
189.0	197.0	20
70.0	22.0	20
201.0	20.0	244
20.0	85.0	41
20.0	81.0	20
20.0	20.0	1
18.0	201.0	20
20.0	174.0	6
40.0	31.0	31
43.0	56.0	86
107.0	164.0	109
76.0	23.0	134
233.0	20.0	206
21.0	18.0	118
31.0	133.0	156
271.0	1.0	66
126.0	21.0	215
20.0	22.0	27
8.0	20.0	200
28.0	22.0	20
97.0	125.0	4
20.0	101.0	8
14.0	54.0	264
26.0	110.0	199
87.0	88.0	20
20.0	133.0	180
20.0	273.0	20
20.0	22.0	100
23.0	23.0	26
27.0	95.0	20
20.0	57.0	27
20.0	20.0	121
95.0	20.0	20
113.0	9.0	77
20.0	189.0	57
8.0	23.0	105
323.0	21.0	284
92.0	79.0	21
76.0	70.0	313
90.0	106.0	16
89.0	17.0	22
20.0	24.0	49
20.0	74.0	117
20.0	20.0	26
127.0	125.0	40
205.0	55.0	251
20.0	27.0	22
11.0	159.0	20
16.0	2.0	98
88.0	116.0	22
155.0	207.0	205
197.0	20.0	41
143.0	25.0	103
20.0	97.0	49
145.0	52.0	18
250.0	21.0	174
20.0	21.0	46
70.0	31.0	88
39.0	167.0	20
20.0	20.0	96
20.0	20.0	28
99.0	20.0	22
79.0	20.0	63
24.0	162.0	20
20.0	55.0	26
25.0	61.0	31
20.0	188.0	20
20.0	23.0	80
22.0	140.0	20
23.0	158.0	20
168.0	20.0	21
20.0	20.0	123
20.0	74.0	36
174.0	20.0	20
79.0	27.0	184
20.0	106.0	57
20.0	24.0	8
166.0	64.0	107
149.0	32.0	24
127.0	260.0	25
89.0	99.0	22
41.0	20.0	20
22.0	20.0	48
21.0	39.0	61
98.0	86.0	20
20.0	28.0	20
150.0	124.0	106
29.0	20.0	54
39.0	55.0	18
28.0	20.0	20
53.0	55.0	2
20.0	101.0	166
126.0	158.0	161
62.0	20.0	110
20.0	30.0	89
21.0	23.0	20
21.0	20.0	48
20.0	20.0	51
34.0	21.0	135
119.0	20.0	20
21.0	20.0	22
37.0	117.0	21
49.0	120.0	21
3.0	21.0	20
196.0	99.0	20
20.0	20.0	314
48.0	35.0	21
31.0	6.0	21
46.0	148.0	161
22.0	277.0	208
20.0	20.0	169
22.0	27.0	47
25.0	20.0	20
83.0	25.0	4
20.0	97.0	284
20.0	240.0	275
18.0	163.0	52
209.0	26.0	249
359.0	19.0	1
21.0	7.0	20
53.0	6.0	38
1.0	295.0	22
87.0	140.0	20
14.0	564.0	20
23.0	663.0	20
126.0	21.0	20
101.0	44.0	134
152.0	197.0	20
21.0	21.0	20
109.0	21.0	69
62.0	77.0	118
23.0	82.0	178
130.0	23.0	189
20.0	25.0	20
20.0	20.0	168
30.0	223.0	126
145.0	20.0	20
4.0	20.0	247
123.0	20.0	68
39.0	151.0	21
21.0	74.0	5
20.0	54.0	12
46.0	33.0	120
49.0	116.0	20
76.0	23.0	28
56.0	20.0	180
55.0	4.0	51
40.0	3.0	171
24.0	49.0	157
39.0	174.0	96
209.0	32.0	115
20.0	31.0	82
109.0	203.0	134
20.0	21.0	252
25.0	20.0	20
34.0	21.0	20
20.0	20.0	107
9.0	20.0	275
184.0	121.0	20
230.0	20.0	20
185.0	3.0	20
59.0	57.0	42
20.0	127.0	96
192.0	40.0	20
20.0	68.0	20
4.0	77.0	20
225.0	87.0	20
193.0	31.0	146
19.0	87.0	90
64.0	212.0	45
156.0	22.0	50
20.0	98.0	20
23.0	57.0	20
184.0	23.0	20
56.0	158.0	20
20.0	14.0	20
20.0	41.0	2
27.0	1.0	75
23.0	207.0	277
102.0	21.0	38
20.0	200.0	58
159.0	124.0	51
20.0	78.0	20
20.0	21.0	111
10.0	20.0	80
80.0	111.0	21
20.0	52.0	20
20.0	27.0	46
5.0	111.0	152
150.0	20.0	158
216.0	22.0	2
21.0	20.0	187
202.0	210.0	13
20.0	21.0	16
235.0	220.0	115
20.0	173.0	12
17.0	19.0	171
138.0	27.0	269
76.0	82.0	26
49.0	21.0	124
100.0	21.0	250
20.0	65.0	65
20.0	51.0	134
21.0	2.0	11
104.0	21.0	86
36.0	105.0	21
21.0	57.0	236
17.0	45.0	32
95.0	81.0	234
174.0	105.0	20
20.0	20.0	20
20.0	243.0	28
22.0	103.0	71
83.0	20.0	109
20.0	20.0	20
96.0	265.0	45
20.0	33.0	4
20.0	20.0	190
20.0	66.0	47
216.0	225.0	183
18.0	52.0	22
20.0	22.0	185
56.0	20.0	20
23.0	54.0	20
41.0	29.0	47
24.0	67.0	310
20.0	170.0	20
565.0	29.0	212
216.0	20.0	2
44.0	9.0	53
179.0	110.0	20
168.0	20.0	21
43.0	5.0	21
140.0	86.0	21
20.0	181.0	20
120.0	207.0	182
32.0	20.0	107
20.0	20.0	33
71.0	20.0	22
22.0	20.0	23
42.0	2.0	76
46.0	24.0	47
114.0	41.0	80
220.0	76.0	19
60.0	6.0	20
77.0	69.0	20
86.0	22.0	20
106.0	20.0	104
8.0	33.0	24
21.0	180.0	31
20.0	20.0	22
440.0	21.0	2
90.0	165.0	104
89.0	26.0	51
18.0	54.0	55
24.0	48.0	19
20.0	109.0	21
20.0	20.0	56
21.0	20.0	170
20.0	25.0	20
20.0	185.0	131
20.0	75.0	21
38.0	20.0	20
182.0	24.0	26
20.0	20.0	21
12.0	21.0	20
103.0	22.0	185
161.0	14.0	218
323.0	80.0	44
198.0	69.0	38
20.0	20.0	238
257.0	20.0	276
20.0	20.0	153
80.0	63.0	81
64.0	85.0	77
347.0	20.0	20
20.0	136.0	20
95.0	22.0	20
32.0	19.0	175
59.0	35.0	23
20.0	20.0	208
7.0	46.0	55
118.0	20.0	62
116.0	20.0	125
253.0	24.0	18
82.0	86.0	35
24.0	21.0	24
20.0	72.0	72
23.0	63.0	22
97.0	20.0	21
23.0	41.0	20
72.0	224.0	304
17.0	87.0	114
125.0	13.0	41
357.0	187.0	112
18.0	256.0	38
322.0	2.0	222
146.0	169.0	20
853.0	6.0	20
382.0	21.0	2
84.0	245.0	40
1.0	36.0	101
62.0	21.0	23
219.0	115.0	21
117.0	153.0	27
75.0	22.0	26
20.0	21.0	19
158.0	20.0	10
17.0	20.0	12
40.0	170.0	9
11.0	20.0	19
41.0	189.0	20
20.0	26.0	54
79.0	132.0	53
96.0	88.0	71
25.0	203.0	20
196.0	138.0	1
20.0	15.0	130
65.0	165.0	20
28.0	11.0	20
17.0	45.0	23
117.0	45.0	79
100.0	79.0	20
20.0	20.0	20
7.0	22.0	20
23.0	22.0	21
18.0	20.0	24
20.0	11.0	20
44.0	30.0	4
239.0	27.0	81
140.0	20.0	53
88.0	19.0	100
23.0	170.0	103
78.0	44.0	19
20.0	113.0	32
21.0	20.0	21
1.0	119.0	46
144.0	23.0	103
65.0	1.0	39
11.0	107.0	20
20.0	21.0	20
19.0	85.0	75
20.0	23.0	91
21.0	21.0	57
150.0	21.0	28
49.0	21.0	260
19.0	31.0	158
128.0	26.0	12
22.0	82.0	59
1.0	56.0	30
79.0	24.0	66
20.0	22.0	45
25.0	20.0	25
20.0	20.0	20
3.0	20.0	180
8.0	22.0	20
72.0	20.0	20
159.0	21.0	20
41.0	20.0	20
67.0	191.0	13
141.0	180.0	139
44.0	130.0	67
20.0	22.0	39
156.0	20.0	20
100.0	234.0	220
22.0	63.0	18
20.0	37.0	20
20.0	120.0	20
213.0	1.0	162
21.0	197.0	90
186.0	17.0	30
22.0	82.0	112
21.0	37.0	20
21.0	21.0	20
23.0	20.0	20
179.0	166.0	20
20.0	20.0	384
54.0	52.0	103
65.0	4.0	56
20.0	192.0	20
20.0	20.0	291
21.0	24.0	21
20.0	20.0	21
15.0	20.0	21
200.0	20.0	160
20.0	20.0	20
21.0	19.0	20
11.0	134.0	22
260.0	76.0	21
70.0	95.0	168
33.0	20.0	20
114.0	212.0	150
171.0	295.0	46
37.0	108.0	49
20.0	20.0	173
231.0	73.0	28
20.0	214.0	20
24.0	160.0	175
43.0	4.0	189
15.0	22.0	20
188.0	71.0	16
153.0	29.0	276
40.0	22.0	68
199.0	22.0	129
8.0	127.0	20
157.0	61.0	20
136.0	40.0	37
87.0	36.0	20
21.0	62.0	82
22.0	20.0	105
20.0	20.0	21
41.0	221.0	20
32.0	21.0	280
29.0	112.0	98
47.0	24.0	47
147.0	21.0	22
22.0	20.0	65
230.0	20.0	20
20.0	29.0	20
21.0	18.0	20
114.0	20.0	117
4.0	328.0	20
2.0	21.0	26
122.0	2.0	33
21.0	14.0	164
20.0	298.0	123
103.0	20.0	557
56.0	25.0	219
50.0	45.0	57
168.0	30.0	92
83.0	81.0	20
83.0	1.0	80
20.0	39.0	23
20.0	143.0	11
20.0	20.0	21
159.0	16.0	52
220.0	131.0	120
20.0	183.0	20
3.0	20.0	20
114.0	103.0	20
295.0	22.0	9
71.0	354.0	120
22.0	20.0	5
278.0	68.0	174
39.0	2.0	168
98.0	4.0	3
20.0	116.0	92
102.0	182.0	57
193.0	20.0	280
19.0	29.0	21
21.0	157.0	232
20.0	66.0	160
20.0	21.0	22
20.0	20.0	20
48.0	20.0	7
33.0	143.0	44
7.0	124.0	63
154.0	121.0	22
21.0	20.0	165
3.0	25.0	143
254.0	81.0	61
136.0	46.0	91
103.0	21.0	20
59.0	177.0	23
20.0	4.0	4
20.0	4.0	74
37.0	52.0	30
88.0	116.0	128
233.0	25.0	21
20.0	6.0	21
20.0	86.0	21
134.0	55.0	20
146.0	36.0	21
8.0	24.0	21
88.0	3.0	18
20.0	78.0	21
168.0	24.0	53
20.0	29.0	20
24.0	28.0	61
124.0	20.0	188
67.0	69.0	49
280.0	24.0	21
293.0	29.0	20
20.0	70.0	20
565.0	20.0	230
2.0	20.0	27
174.0	21.0	8
20.0	112.0	50
70.0	20.0	55
317.0	134.0	144
20.0	267.0	20
218.0	37.0	20
48.0	95.0	20
104.0	201.0	20
113.0	7.0	21
49.0	17.0	20
20.0	25.0	20
20.0	20.0	20
23.0	20.0	21
2.0	20.0	21
138.0	20.0	108
183.0	44.0	70
40.0	25.0	49
20.0	274.0	65
205.0	150.0	20
210.0	47.0	222
275.0	206.0	21
20.0	63.0	134
225.0	16.0	20
114.0	109.0	20
126.0	20.0	36
12.0	67.0	50
176.0	18.0	21
29.0	19.0	20
20.0	38.0	26
178.0	32.0	86
3.0	58.0	36
144.0	63.0	173
20.0	17.0	155
20.0	42.0	39
20.0	21.0	41
26.0	114.0	28
298.0	96.0	39
24.0	20.0	135
17.0	214.0	121
201.0	26.0	63
21.0	25.0	58
256.0	26.0	210
24.0	27.0	22
8.0	20.0	395
63.0	20.0	99
7.0	458.0	34
22.0	3.0	20
16.0	278.0	176
31.0	140.0	228
21.0	36.0	107
26.0	9.0	20
21.0	220.0	248
25.0	20.0	15
21.0	92.0	309
20.0	20.0	17
109.0	24.0	20
38.0	72.0	34
6.0	20.0	92
125.0	21.0	2
217.0	6.0	34
21.0	1.0	20
20.0	229.0	216
235.0	44.0	20
291.0	66.0	20
146.0	13.0	20
99.0	88.0	20
47.0	20.0	75
21.0	1.0	88
3.0	215.0	133
172.0	27.0	37
1036.0	21.0	97
8.0	229.0	77
118.0	142.0	94
87.0	12.0	97
71.0	52.0	68
91.0	91.0	20
107.0	20.0	20
20.0	80.0	20
16.0	149.0	20
61.0	23.0	20
17.0	20.0	20
95.0	111.0	12
20.0	104.0	45
20.0	180.0	20
19.0	24.0	50
34.0	261.0	79
271.0	43.0	20
25.0	237.0	20
21.0	25.0	1
5.0	20.0	23
97.0	3.0	21
20.0	58.0	38
53.0	10.0	298
109.0	20.0	20
92.0	61.0	21
22.0	21.0	20
20.0	410.0	119
20.0	38.0	37
20.0	5.0	17
21.0	150.0	43
20.0	20.0	130
192.0	118.0	280
10.0	174.0	20
19.0	194.0	41
139.0	64.0	70
20.0	105.0	19
95.0	20.0	38
64.0	23.0	18
32.0	20.0	92
182.0	64.0	17
101.0	85.0	22
20.0	27.0	20
27.0	130.0	20
115.0	93.0	20
21.0	21.0	3
21.0	25.0	271
20.0	21.0	21
21.0	19.0	269
109.0	115.0	117
20.0	174.0	21
21.0	47.0	298
125.0	43.0	21
22.0	20.0	280
176.0	16.0	38
15.0	34.0	74
22.0	20.0	103
20.0	69.0	20
25.0	86.0	30
21.0	181.0	132
52.0	87.0	5
104.0	21.0	200
21.0	8.0	20
51.0	29.0	20
265.0	122.0	20
110.0	20.0	166
33.0	21.0	147
13.0	21.0	180
61.0	128.0	21
53.0	184.0	117
44.0	24.0	20
12.0	11.0	179
213.0	21.0	20
20.0	20.0	21
23.0	11.0	21
57.0	19.0	97
6.0	22.0	161
44.0	20.0	20
264.0	105.0	147
29.0	21.0	87
40.0	32.0	119
21.0	20.0	26
27.0	372.0	36
20.0	83.0	68
20.0	20.0	53
12.0	26.0	15
46.0	22.0	60
20.0	23.0	20
164.0	69.0	219
20.0	20.0	66
17.0	39.0	20
113.0	286.0	145
130.0	21.0	146
112.0	20.0	148
259.0	117.0	21
188.0	82.0	140
20.0	108.0	20
69.0	15.0	134
60.0	53.0	20
19.0	255.0	21
42.0	21.0	101
100.0	21.0	107
6.0	21.0	103
174.0	265.0	27
7.0	28.0	112
24.0	65.0	18
49.0	24.0	21
175.0	152.0	91
73.0	88.0	25
20.0	20.0	200
20.0	16.0	530
85.0	77.0	160
189.0	41.0	234
161.0	21.0	20
10.0	109.0	233
70.0	277.0	20
20.0	20.0	139
118.0	21.0	20
20.0	20.0	23
20.0	20.0	44
214.0	29.0	167
21.0	26.0	4
21.0	20.0	5
25.0	21.0	89
20.0	21.0	75
20.0	82.0	56
21.0	55.0	20
20.0	23.0	21
78.0	192.0	170
47.0	132.0	27
173.0	104.0	234
24.0	15.0	252
86.0	101.0	251
20.0	21.0	20
31.0	161.0	164
62.0	20.0	138
106.0	35.0	299
41.0	20.0	99
76.0	124.0	184
1.0	62.0	3
51.0	184.0	233
21.0	102.0	240
21.0	11.0	22
172.0	24.0	20
147.0	167.0	20
74.0	67.0	166
33.0	20.0	15
115.0	72.0	38
21.0	36.0	20
20.0	68.0	192
176.0	66.0	33
21.0	166.0	62
20.0	29.0	46
150.0	13.0	43
16.0	21.0	165
49.0	20.0	20
25.0	20.0	198
15.0	21.0	20
18.0	20.0	24
224.0	21.0	64
20.0	20.0	31
20.0	20.0	22
20.0	20.0	13
20.0	20.0	54
20.0	20.0	21
4.0	20.0	5
99.0	20.0	21
22.0	82.0	148
20.0	91.0	11
40.0	2.0	126
21.0	82.0	45
6.0	9.0	238
59.0	21.0	95
22.0	20.0	82
20.0	66.0	20
23.0	7.0	240
20.0	375.0	196
47.0	137.0	20
44.0	190.0	166
20.0	161.0	20
21.0	5.0	62
182.0	20.0	20
21.0	21.0	8
20.0	22.0	199
30.0	20.0	41
21.0	44.0	20
127.0	33.0	20
20.0	47.0	20
118.0	33.0	77
20.0	20.0	23
21.0	20.0	10
36.0	172.0	28
143.0	24.0	257
48.0	21.0	183
1.0	20.0	13
147.0	143.0	20
20.0	23.0	123
287.0	62.0	20
179.0	35.0	90
21.0	108.0	5
152.0	20.0	142
17.0	23.0	10
20.0	10.0	183
170.0	24.0	119
14.0	20.0	22
28.0	49.0	20
86.0	174.0	23
42.0	6.0	114
115.0	26.0	76
20.0	21.0	29
64.0	174.0	196
130.0	70.0	199
21.0	127.0	45
21.0	24.0	23
20.0	64.0	15
113.0	57.0	141
67.0	149.0	209
21.0	31.0	33
44.0	182.0	57
38.0	84.0	21
90.0	22.0	20
203.0	174.0	32
21.0	20.0	20
111.0	45.0	316
1.0	85.0	21
148.0	35.0	18
20.0	142.0	58
21.0	20.0	107
20.0	204.0	20
20.0	192.0	161
169.0	20.0	54
24.0	134.0	108
22.0	130.0	20
73.0	150.0	112
57.0	20.0	77
20.0	21.0	20
20.0	2.0	3
159.0	21.0	179
80.0	111.0	15
34.0	20.0	214
54.0	60.0	16
4.0	20.0	37
48.0	20.0	20
51.0	9.0	20
314.0	20.0	46
21.0	206.0	21
22.0	176.0	38
24.0	21.0	20
20.0	21.0	290
143.0	46.0	20
149.0	40.0	20
63.0	62.0	227
20.0	20.0	20
275.0	11.0	217
175.0	20.0	21
20.0	82.0	20
22.0	23.0	20
2.0	20.0	91
72.0	105.0	53
23.0	80.0	50
20.0	20.0	76
42.0	24.0	20
154.0	229.0	87
36.0	125.0	160
17.0	118.0	132
53.0	62.0	21
149.0	122.0	20
20.0	105.0	20
20.0	58.0	20
130.0	22.0	300
68.0	34.0	129
23.0	68.0	202
8.0	20.0	20
21.0	20.0	16
22.0	22.0	74
6.0	20.0	78
68.0	176.0	24
7.0	144.0	52
113.0	20.0	6
20.0	20.0	21
90.0	212.0	23
11.0	25.0	94
163.0	45.0	224
20.0	8.0	22
279.0	119.0	54
20.0	20.0	124
20.0	148.0	18
23.0	21.0	20
20.0	222.0	20
116.0	20.0	20
20.0	20.0	20
197.0	18.0	20
5.0	19.0	146
45.0	114.0	130
106.0	21.0	20
29.0	77.0	1
204.0	20.0	23
228.0	101.0	21
20.0	20.0	20
214.0	21.0	20
25.0	194.0	20
344.0	105.0	6
20.0	126.0	21
20.0	20.0	20
20.0	224.0	140
20.0	22.0	57
73.0	20.0	5
59.0	20.0	20
75.0	20.0	21
20.0	20.0	21
20.0	393.0	3
1.0	175.0	68
22.0	128.0	20
22.0	98.0	20
213.0	287.0	151
86.0	20.0	21
84.0	18.0	120
101.0	8.0	3
156.0	35.0	22
30.0	54.0	209
20.0	26.0	277
37.0	92.0	218
144.0	68.0	104
20.0	25.0	88
81.0	20.0	116
42.0	20.0	183
23.0	20.0	138
20.0	21.0	182
322.0	20.0	20
100.0	20.0	20
94.0	21.0	33
21.0	20.0	90
9.0	139.0	86
43.0	20.0	21
163.0	63.0	8
203.0	63.0	63
22.0	55.0	21
22.0	20.0	337
131.0	43.0	20
20.0	78.0	20
20.0	24.0	179
287.0	261.0	85
20.0	20.0	46
20.0	139.0	21
302.0	163.0	20
19.0	20.0	20
23.0	20.0	106
20.0	129.0	96
20.0	257.0	28
19.0	20.0	50
2.0	20.0	58
289.0	38.0	22
87.0	138.0	27
64.0	20.0	71
1.0	20.0	16
32.0	45.0	33
167.0	22.0	21
22.0	105.0	21
52.0	105.0	12
20.0	79.0	190
10.0	21.0	20
133.0	22.0	27
20.0	20.0	69
23.0	2.0	21
3.0	102.0	151
21.0	48.0	79
37.0	229.0	81
62.0	75.0	23
44.0	20.0	21
19.0	26.0	20
27.0	46.0	20
21.0	269.0	20
247.0	21.0	190
24.0	25.0	96
59.0	39.0	40
20.0	20.0	21
136.0	20.0	22
266.0	168.0	20
103.0	21.0	199
88.0	21.0	20
22.0	7.0	28
3.0	39.0	252
106.0	65.0	6
76.0	60.0	62
22.0	21.0	85
20.0	20.0	20
73.0	133.0	20
21.0	27.0	26
21.0	18.0	20
333.0	20.0	181
200.0	43.0	183
303.0	52.0	172
48.0	20.0	38
20.0	20.0	20
216.0	21.0	314
22.0	21.0	22
6.0	24.0	82
338.0	20.0	29
143.0	20.0	156
20.0	20.0	140
205.0	20.0	12
147.0	73.0	269
128.0	21.0	22
5.0	80.0	20
58.0	32.0	6
230.0	69.0	142
42.0	142.0	20
121.0	17.0	97
22.0	212.0	20
30.0	20.0	20
361.0	109.0	21
20.0	21.0	131
20.0	3.0	61
1.0	134.0	41
2.0	18.0	79
22.0	131.0	78
21.0	243.0	39
21.0	22.0	18
20.0	139.0	20
222.0	127.0	20
180.0	255.0	20
29.0	272.0	20
22.0	20.0	20
119.0	22.0	145
505.0	24.0	11
16.0	78.0	40
33.0	20.0	40
48.0	284.0	29
21.0	31.0	33
27.0	70.0	128
22.0	28.0	46
58.0	60.0	21
84.0	203.0	213
49.0	145.0	20
214.0	3.0	24
21.0	57.0	6
14.0	58.0	137
179.0	279.0	79
19.0	114.0	82
228.0	232.0	3
99.0	183.0	33
565.0	60.0	19
20.0	6.0	36
20.0	43.0	67
21.0	159.0	20
65.0	5.0	158
199.0	97.0	48
20.0	152.0	75
21.0	22.0	39
22.0	20.0	21
29.0	20.0	42
104.0	20.0	20
21.0	44.0	22
20.0	35.0	23
20.0	36.0	213
21.0	61.0	88
203.0	20.0	21
20.0	138.0	361
20.0	90.0	20
21.0	2.0	16
20.0	238.0	24
22.0	152.0	20
21.0	714.0	220
20.0	2.0	20
20.0	273.0	22
20.0	20.0	20
133.0	20.0	195
21.0	21.0	145
127.0	21.0	197
57.0	161.0	20
16.0	20.0	10
101.0	20.0	270
45.0	82.0	21
128.0	76.0	25
20.0	21.0	137
91.0	21.0	46
19.0	56.0	241
178.0	134.0	52
20.0	301.0	113
52.0	35.0	99
31.0	178.0	23
20.0	20.0	20
21.0	21.0	23
21.0	76.0	20
99.0	23.0	282
18.0	21.0	20
67.0	86.0	53
27.0	258.0	56
20.0	81.0	3
21.0	92.0	148
12.0	62.0	35
57.0	132.0	53
101.0	108.0	22
26.0	2.0	20
29.0	22.0	21
20.0	21.0	19
22.0	25.0	18
20.0	99.0	49
21.0	21.0	20
18.0	22.0	20
89.0	20.0	20
22.0	23.0	127
20.0	47.0	40
20.0	24.0	167
132.0	8.0	20
17.0	66.0	63
158.0	55.0	69
20.0	61.0	163
21.0	24.0	64
22.0	21.0	43
21.0	106.0	20
14.0	20.0	20
53.0	20.0	20
132.0	20.0	28
176.0	210.0	13
152.0	79.0	24
6.0	20.0	38
32.0	418.0	20
132.0	106.0	201
81.0	21.0	20
43.0	87.0	21
179.0	20.0	21
65.0	20.0	20
27.0	76.0	66
20.0	44.0	196
20.0	11.0	63
20.0	92.0	22
106.0	18.0	128
130.0	145.0	20
41.0	20.0	6
46.0	23.0	68
19.0	107.0	45
37.0	2.0	138
96.0	138.0	21
67.0	20.0	20
52.0	58.0	20
17.0	61.0	20
77.0	157.0	21
20.0	105.0	20
23.0	90.0	259
20.0	21.0	21
20.0	20.0	45
22.0	20.0	132
169.0	12.0	20
122.0	42.0	20
20.0	5.0	6
25.0	140.0	16
139.0	24.0	51
38.0	65.0	20
130.0	20.0	122
127.0	7.0	170
9.0	89.0	21
23.0	8.0	20
68.0	97.0	20
135.0	20.0	146
13.0	21.0	157
242.0	21.0	27
22.0	30.0	92
104.0	140.0	18
20.0	21.0	157
19.0	21.0	115
88.0	20.0	137
37.0	50.0	91
23.0	141.0	150
54.0	109.0	44
211.0	44.0	34
20.0	72.0	125
20.0	17.0	240
181.0	20.0	38
23.0	100.0	20
139.0	20.0	160
18.0	20.0	125
14.0	1.0	30
79.0	176.0	31
30.0	172.0	20
46.0	21.0	20
100.0	12.0	55
72.0	159.0	43
24.0	22.0	298
31.0	148.0	20
176.0	20.0	20
125.0	20.0	274
58.0	20.0	169
8.0	21.0	109
41.0	20.0	76
56.0	20.0	20
23.0	20.0	10
77.0	679.0	58
20.0	20.0	53
102.0	21.0	213
68.0	20.0	20
302.0	20.0	270
86.0	59.0	20
34.0	42.0	21
20.0	21.0	20
54.0	21.0	18
31.0	20.0	20
22.0	20.0	22
128.0	20.0	162
24.0	22.0	21
99.0	158.0	20
379.0	163.0	20
82.0	21.0	20
78.0	20.0	57
20.0	21.0	57
82.0	56.0	79
78.0	179.0	39
20.0	135.0	28
20.0	20.0	6
20.0	22.0	538
12.0	20.0	45
13.0	21.0	20
125.0	21.0	28
24.0	22.0	21
20.0	20.0	86
17.0	23.0	22
46.0	21.0	20
18.0	146.0	21
21.0	144.0	45
270.0	20.0	67
21.0	20.0	78
8.0	20.0	13
99.0	98.0	20
7.0	25.0	22
60.0	21.0	28
27.0	184.0	216
50.0	20.0	180
87.0	59.0	20
56.0	20.0	6
67.0	3.0	468
44.0	53.0	140
256.0	320.0	249
21.0	20.0	20
20.0	20.0	260
20.0	20.0	21
108.0	2.0	181
22.0	106.0	234
230.0	21.0	21
273.0	74.0	20
77.0	71.0	172
5.0	20.0	121
82.0	20.0	20
21.0	10.0	446
189.0	359.0	75
38.0	20.0	158
192.0	22.0	20
23.0	20.0	20
143.0	20.0	21
120.0	20.0	20
57.0	21.0	98
73.0	22.0	119
80.0	10.0	108
110.0	69.0	247
42.0	32.0	83
68.0	21.0	34
26.0	20.0	230
225.0	22.0	22
180.0	21.0	28
43.0	20.0	39
50.0	7.0	11
153.0	140.0	50
124.0	20.0	163
86.0	76.0	20
20.0	196.0	26
27.0	174.0	21
47.0	297.0	20
190.0	158.0	58
20.0	43.0	174
22.0	28.0	20
17.0	20.0	20
13.0	20.0	171
19.0	240.0	20
21.0	26.0	109
70.0	21.0	20
25.0	20.0	20
237.0	2.0	28
20.0	377.0	20
40.0	20.0	171
24.0	19.0	66
31.0	465.0	55
22.0	20.0	23
20.0	20.0	176
84.0	21.0	20
20.0	1.0	20
21.0	152.0	230
133.0	35.0	20
25.0	82.0	270
50.0	35.0	20
18.0	269.0	166
24.0	12.0	21
100.0	456.0	156
78.0	105.0	20
20.0	22.0	89
20.0	21.0	85
20.0	23.0	20
20.0	21.0	20
21.0	21.0	98
22.0	23.0	82
191.0	147.0	19
20.0	94.0	21
196.0	595.0	164
46.0	12.0	165
20.0	30.0	183
6.0	154.0	20
144.0	22.0	214
20.0	3.0	20
20.0	169.0	215
54.0	20.0	181
36.0	90.0	29
76.0	102.0	76
30.0	41.0	28
20.0	14.0	23
20.0	62.0	29
18.0	44.0	21
32.0	98.0	172
20.0	57.0	20
20.0	21.0	20
20.0	20.0	21
226.0	85.0	20
14.0	20.0	259
141.0	22.0	23
176.0	21.0	152
56.0	21.0	20
20.0	46.0	67
205.0	20.0	23
20.0	31.0	22
79.0	130.0	13
20.0	1.0	53
26.0	39.0	20
171.0	21.0	10
20.0	197.0	116
21.0	22.0	143
90.0	146.0	20
34.0	20.0	159
30.0	115.0	120
24.0	77.0	20
112.0	20.0	43
20.0	37.0	59
23.0	129.0	22
20.0	18.0	39
21.0	21.0	175
145.0	23.0	23
112.0	154.0	22
23.0	74.0	20
506.0	22.0	20
21.0	43.0	20
8.0	153.0	62
113.0	9.0	62
242.0	21.0	167
20.0	22.0	27
21.0	1.0	22
70.0	53.0	161
54.0	16.0	57
76.0	50.0	57
20.0	20.0	50
55.0	20.0	25
65.0	125.0	20
21.0	21.0	5
20.0	22.0	65
20.0	20.0	67
195.0	30.0	20
52.0	24.0	21
21.0	18.0	21
24.0	52.0	21
336.0	221.0	61
20.0	21.0	30
72.0	21.0	1
96.0	20.0	133
22.0	20.0	111
181.0	20.0	41
29.0	57.0	20
21.0	415.0	20
113.0	7.0	20
20.0	38.0	21
20.0	19.0	48
20.0	20.0	22
23.0	235.0	4
20.0	48.0	13
20.0	93.0	87
21.0	50.0	18
31.0	42.0	177
